battery_id,discharge_cycle,ambient_temp_C,capacity_Ah,soh,voltage_max_V,voltage_min_V,temp_max_C
B0005,26,24.0,1.81963,0.9783,4.188261122540052,2.6849988185249796,37.982160799183106
B0005,27,24.0,1.82041,0.97871,4.187338767288234,2.547109116468133,38.11100191887773
B0005,28,24.0,1.81956,0.97826,4.187560306288175,2.471314764334132,38.18831137948753
B0005,29,24.0,1.80836,0.97224,4.18805176248713,2.6613903306108773,37.998541119085836
B0005,30,24.0,1.80967,0.97294,4.187667484260542,2.541762355407921,38.194201649765226
B0005,31,24.0,1.85454,0.99706,4.2010701773378685,2.628919415830567,38.45796400011448
B0005,32,24.0,1.83341,0.98571,4.1996223345495824,2.6312552691827045,38.49126351534004
B0005,33,24.0,1.82263,0.97991,4.199853323702163,2.654880745360911,38.31473393357882
B0005,34,24.0,1.81201,0.9742,4.199103467081427,2.6749688422803803,37.861934640176806
B0005,35,24.0,1.80735,0.97169,4.199998536865001,2.6159705726789904,37.90665575786083
B0005,36,24.0,1.8021,0.96887,4.19967522099872,2.658447162110498,38.34003238560517
B0005,37,24.0,1.79118,0.963,4.1991847248803165,2.6979426084271156,38.0745950590744
B0005,38,24.0,1.78565,0.96003,4.200012480335,2.6617272246516333,38.07252758016199
B0005,39,24.0,1.77577,0.95471,4.1992373656547874,2.699288287625812,37.80133585100446
B0005,40,24.0,1.77583,0.95475,4.1993957811187075,2.6127932408838532,38.39873985476869
B0005,41,24.0,1.77063,0.95195,4.1995786980260705,2.6637064901468075,38.74929237918251
B0005,42,24.0,1.76508,0.94897,4.199546957512695,2.6668454289754746,38.87275464755104
B0005,43,24.0,1.77323,0.95335,4.194091469340824,2.684431051981017,38.503541429116005
B0005,44,24.0,1.76541,0.94914,4.200715235801255,2.645224362345869,38.27009094548294
B0005,45,24.0,1.7545,0.94328,4.1990980807180325,2.6603527244917,38.11684755251712
B0005,46,24.0,1.74462,0.93797,4.199398534411534,2.6926849789916263,38.04152715355532
B0005,47,24.0,1.73886,0.93487,4.199122915612965,2.670544734728978,38.17980302242767
B0005,48,24.0,1.79634,0.96577,4.190409478081396,2.605158060541757,40.71218198711114
B0005,49,24.0,1.78589,0.96016,4.199933846791869,2.672012007453096,39.885261233152924
B0005,50,24.0,1.77007,0.95165,4.199365021329158,2.674271233724938,39.18287352945846
B0005,51,24.0,1.7598,0.94613,4.19902365945384,2.6309416727017187,38.951564804030774
B0005,52,24.0,1.74966,0.94068,4.199432142144215,2.6629725743154204,38.607510759873634
B0005,53,24.0,1.74448,0.93789,4.199640922827531,2.612942119873717,38.920359903369054
B0005,54,24.0,1.73921,0.93506,4.199305653118061,2.6157198442661476,39.23273115358871
B0005,55,24.0,1.72912,0.92963,4.198949734540481,2.6287695472774453,38.964927068400804
B0005,56,24.0,1.71858,0.92397,4.19834220599025,2.6655106679421823,38.83927283461771
B0005,57,24.0,1.71332,0.92114,4.198995776266302,2.650495153350403,38.82796377704433
B0005,58,24.0,1.70879,0.9187,4.19916986492694,2.643236235233877,39.14007944734004
B0005,59,24.0,1.70309,0.91564,4.199246833083063,2.656450207001938,39.349611598028886
B0005,60,24.0,1.69738,0.91257,4.1992551886401595,2.626177688152069,39.29444535878087
B0005,61,24.0,1.68766,0.90734,4.199610827671791,2.6582230344240045,39.10487658009542
B0005,62,24.0,1.67728,0.90177,4.1994453812630566,2.695100237338448,39.0462609369598
B0005,63,24.0,1.67737,0.90181,4.198991968341307,2.639091813583503,39.398032192832
B0005,64,24.0,1.66652,0.89598,4.197785116892181,2.6857210282450983,39.10678394120843
B0005,65,24.0,1.66181,0.89345,4.201331130571617,2.69017866510873,39.44448954135193
B0005,66,24.0,1.65667,0.89068,4.199339974904826,2.639895313359579,39.509602016775695
B0005,67,24.0,1.64546,0.88466,4.198916244859707,2.68991452927918,39.334865362245324
B0005,68,24.0,1.64066,0.88208,4.198537488587242,2.65935818848874,39.43723270017243
B0005,69,24.0,1.63552,0.87931,4.198943932259475,2.6657030585650423,39.51375235624076
B0005,70,24.0,1.63058,0.87666,4.199579806494986,2.642986759012803,39.60170302810528
B0005,71,24.0,1.6249,0.8736,4.198782234828033,2.6311169118893036,39.687463597582074
B0005,72,24.0,1.61417,0.86784,4.19910517813207,2.696157404617167,39.53535075538898
B0005,73,24.0,1.60938,0.86526,4.198510853141954,2.6667596238241567,39.6502371632164
B0005,74,24.0,1.60435,0.86255,4.198732430468704,2.6403185448373043,39.69929058154853
B0005,75,24.0,1.59321,0.85656,4.198799630396931,2.69892986372897,39.56076309770468
B0005,76,24.0,1.58864,0.85411,4.198753541225669,2.6682466504352993,39.63708096307912
B0005,77,24.0,1.58778,0.85364,4.200309982421394,2.6479207279724903,39.43977047692484
B0005,78,24.0,1.59832,0.85931,4.201124089732316,2.6741633856529066,39.839022256254516
B0005,79,24.0,1.57757,0.84816,4.198150316653697,2.6892528956736257,39.41794949618613
B0005,80,24.0,1.56771,0.84286,4.198524048997099,2.688809122993162,39.262781682151214
B0005,81,24.0,1.56263,0.84013,4.198840869468569,2.6743555987897745,39.47237839941986
B0005,82,24.0,1.56233,0.83996,4.198119631667182,2.6430294964336345,40.037541469513684
B0005,83,24.0,1.55758,0.83741,4.198320288264955,2.6584858447131823,40.142730162011574
B0005,84,24.0,1.5517,0.83425,4.1980467610750285,2.629782173759164,40.1165626728546
B0005,85,24.0,1.54106,0.82853,4.199047008209673,2.6622967647315545,39.87503330866132
B0005,86,24.0,1.53075,0.82299,4.197669918520713,2.682380966742509,39.61961987024145
B0005,87,24.0,1.53139,0.82333,4.197600624105256,2.6401894768922713,40.067324667444815
B0005,88,24.0,1.52554,0.82018,4.197985718630326,2.693769409137257,40.24716716520102
B0005,89,24.0,1.5204,0.81742,4.198164128530042,2.695787450704935,40.30253125568348
B0005,90,24.0,1.60864,0.86486,4.222920057935785,2.6920548172137724,40.09418103142496
B0005,91,24.0,1.56668,0.8423,4.200423045909808,2.629071246219689,40.52238496316615
B0005,92,24.0,1.55093,0.83383,4.198372063670128,2.631343871050918,40.56886357314186
B0005,93,24.0,1.53525,0.8254,4.198353213898968,2.6983970036642315,40.27804845768325
B0005,94,24.0,1.52983,0.82249,4.197873789078739,2.6338485871981514,40.2921849196155
B0005,95,24.0,1.51983,0.81711,4.197955644238241,2.671566207861818,40.184384347174266
B0005,96,24.0,1.5148,0.81441,4.197918434710392,2.6540810507928123,40.320066232195046
B0005,97,24.0,1.50944,0.81153,4.197739340034368,2.656849703962618,40.336505612651585
B0005,98,24.0,1.50444,0.80884,4.19785490446139,2.6363048614501152,40.43267631588412
B0005,99,24.0,1.49374,0.80308,4.197306756122815,2.69951692300468,40.314538591575015
B0005,100,24.0,1.48878,0.80042,4.197528212001444,2.698216006032282,40.386661855917744
B0005,101,24.0,1.48328,0.79746,4.19743662221161,2.6911707598773864,40.43384612547835
B0005,102,24.0,1.47807,0.79466,4.197717228550219,2.690162319231471,40.44479269068758
B0005,103,24.0,1.48877,0.80042,4.192454851360723,2.6355034454892072,40.58499656066617
B0005,104,24.0,1.49901,0.80592,4.202845001527377,2.6594753656507684,40.99869158762305
B0005,105,24.0,1.48369,0.79768,4.197952808231904,2.644554999824577,40.997807625227495
B0005,106,24.0,1.47262,0.79173,4.198017952345714,2.6719601666204564,40.84213757482493
B0005,107,24.0,1.45682,0.78324,4.192162800008929,2.6598211033173382,40.69012464267011
B0005,108,24.0,1.45705,0.78336,4.196993378341778,2.688360455508818,40.69938049882204
B0005,109,24.0,1.45791,0.78382,4.197603515102162,2.6376728619288525,41.06026204078849
B0005,110,24.0,1.45194,0.78061,4.196406678544622,2.645120521151077,41.19696040482682
B0005,111,24.0,1.44154,0.77502,4.197098662004674,2.698012437629632,40.84446688602949
B0005,112,24.0,1.43637,0.77224,4.196909312093871,2.6928942772989077,40.764203830749366
B0005,113,24.0,1.4363,0.7722,4.197105220217278,2.6483923655058113,41.11212504270441
B0005,114,24.0,1.43093,0.76932,4.196244829545076,2.6832134764261997,41.27256611507568
B0005,115,24.0,1.42578,0.76655,4.1968026018066595,2.684960445221862,41.15574924454392
B0005,116,24.0,1.42029,0.7636,4.196227405416926,2.669922120529456,41.03237216951879
B0005,117,24.0,1.41533,0.76093,4.196558172556389,2.664105530655056,40.937269906716935
B0005,118,24.0,1.41546,0.761,4.196870541112335,2.634098605983684,41.240704611971786
B0005,119,24.0,1.41053,0.75835,4.196795527524874,2.68378702970616,41.43649987692296
B0005,120,24.0,1.43629,0.7722,4.189287343772767,2.660031949282934,41.16703904201915
B0005,121,24.0,1.44115,0.77481,4.201144545237731,2.650011641082063,41.36216559728765
B0005,122,24.0,1.42024,0.76357,4.196925753814179,2.6936969083341418,41.02198772703674
B0005,123,24.0,1.40987,0.758,4.196901090271507,2.697073130067154,40.78818812957494
B0005,124,24.0,1.40409,0.75489,4.196688955833435,2.6806995515145213,40.81506138506309
B0005,125,24.0,1.39961,0.75248,4.196339302740304,2.6695398084864568,40.858374219876424
B0005,126,24.0,1.39417,0.74956,4.196181412764837,2.671695307817951,40.839876773287166
B0005,127,24.0,1.38909,0.74682,4.195770804194879,2.661289185949965,40.85376069244676
B0005,128,24.0,1.3833,0.74371,4.195456241846729,2.667817533540102,40.74795214258888
B0005,129,24.0,1.37812,0.74093,4.19654355365607,2.684008069130594,40.68794001196382
B0005,130,24.0,1.37339,0.73838,4.194357133255019,2.6585256208771644,40.7810749453613
B0005,131,24.0,1.37337,0.73837,4.195863681881766,2.6372250579822927,40.88159339768709
B0005,132,24.0,1.3676,0.73527,4.1955845546644195,2.6514257735606432,40.81191473576834
B0005,133,24.0,1.37826,0.741,4.188483624251573,2.676384659108382,41.11793533148924
B0005,134,24.0,1.38898,0.74676,4.200346502821317,2.6949138502817815,41.248795355864885
B0005,135,24.0,1.37271,0.73802,4.1981749992980655,2.6973343716306273,41.16242984455477
B0005,136,24.0,1.36766,0.7353,4.195715092938243,2.642540259937964,41.16437554618679
B0005,137,24.0,1.3572,0.72968,4.195755769877104,2.699226257883075,40.864216180205034
B0005,138,24.0,1.35754,0.72986,4.195911764444989,2.676480329780849,41.25434553511566
B0005,139,24.0,1.35759,0.72989,4.195824004004723,2.642142168479886,41.45023191903855
B0005,140,24.0,1.3522,0.72699,4.196258226051591,2.644725254926797,41.27708509224051
B0005,141,24.0,1.34707,0.72423,4.196612664794988,2.632270655366611,41.064605154983276
B0005,142,24.0,1.34191,0.72146,4.195850781215982,2.6391006118876117,40.99284868101728
B0005,143,24.0,1.34181,0.7214,4.1960023929619235,2.637841830893275,41.29040553417739
B0005,144,24.0,1.33688,0.71875,4.196207586734141,2.668286095904868,41.22740227746052
B0005,145,24.0,1.33154,0.71588,4.195534582569042,2.6490198126838553,41.04619550953222
B0005,146,24.0,1.3261,0.71296,4.1957439573980455,2.664058512378051,40.85874389007758
B0005,147,24.0,1.32109,0.71026,4.19586805747139,2.6883611693898826,40.79196924883506
B0005,148,24.0,1.32146,0.71046,4.195347750909715,2.6869753836302124,41.14127834456325
B0005,149,24.0,1.32122,0.71034,4.196065828878837,2.6507536817766586,41.14429319149828
B0005,150,24.0,1.32679,0.71333,4.184534803011309,2.6646322789106516,40.66184230912503
B0005,151,24.0,1.36299,0.73279,4.201240476440081,2.6400211837268666,41.046694544970684
B0005,152,24.0,1.34247,0.72176,4.195703567262997,2.674198661305034,41.0462053156659
B0005,153,24.0,1.33192,0.71609,4.195744519551191,2.696427051131168,40.868302643225604
B0005,154,24.0,1.3266,0.71323,4.196363050482315,2.6928340297696836,40.85283588259973
B0005,155,24.0,1.32158,0.71053,4.1957929878569455,2.681747855329962,40.85270645265791
B0005,156,24.0,1.31643,0.70776,4.195797286482793,2.696791414385091,40.8263251809212
B0005,157,24.0,1.3161,0.70758,4.196349384378125,2.664695973142795,40.90308836809665
B0005,158,24.0,1.31076,0.70471,4.195609431921248,2.679191623358613,40.84337405460518
B0005,159,24.0,1.30597,0.70213,4.195339917236225,2.699983457940659,40.81792110626284
B0005,160,24.0,1.30627,0.70229,4.1954020570061195,2.666300786624286,40.946993847659506
B0005,161,24.0,1.30632,0.70232,4.195685302232799,2.6308501373847837,41.074938058306316
B0005,162,24.0,1.30083,0.69937,4.195561297751176,2.673348140468748,41.02476444658572
B0005,163,24.0,1.30106,0.6995,4.196066962029683,2.632763831012711,41.06214198725253
B0005,164,24.0,1.29645,0.69702,4.196640912532072,2.6687371180046218,40.98366325567302
B0005,165,24.0,1.29096,0.69406,4.1956235749123225,2.696396337945361,40.98234242711097
B0005,166,24.0,1.29039,0.69376,4.195862008850563,2.6794834862925194,41.06375085817118
B0005,167,24.0,1.3119,0.70532,4.18482689434833,2.6787137407179737,41.047029587744966
B0005,168,24.0,1.32798,0.71397,4.201968615940368,2.655378369801326,41.051007697556734
B0006,1,24.0,2.0467,1.0,4.179823027658306,2.4757677568281857,39.16298653238707
B0006,2,24.0,2.03657,1.0,4.177288238505559,2.35152551190002,39.2462026826329
B0006,3,24.0,2.02473,1.0,4.1781213228922995,2.4404797151065436,38.999202460252846
B0006,4,24.0,2.01329,1.0,4.1785623580417175,2.4791558539003917,38.843627771866515
B0006,5,24.0,2.01193,1.0,4.17824995156942,2.280187848173442,38.97798888258284
B0006,6,24.0,2.02527,1.0,4.193216523251186,2.4392842568466446,38.83989920742278
B0006,7,24.0,2.02448,1.0,4.193732603145628,2.2812068449406446,39.04610837498471
B0006,8,24.0,1.98017,1.0,4.176826628115461,2.366410527029613,38.87507521022778
B0006,9,24.0,1.96817,1.0,4.176369138969733,2.436020049578708,38.7260539826455
B0006,10,24.0,1.96852,1.0,4.176897989902666,2.1864377487643725,38.98629728904917
B0006,11,24.0,1.95686,1.0,4.177579509962451,2.3406023605912454,38.65978861919643
B0006,12,24.0,1.93475,1.0,4.177996110793395,2.4263021374140443,38.84979195732924
B0006,13,24.0,1.92328,1.0,4.176316409477926,2.4753697700007034,38.75128344015104
B0006,14,24.0,1.92314,1.0,4.1779924550101715,2.342364523655007,38.76853764058789
B0006,15,24.0,1.9123,1.0,4.177439981618572,2.188400081882664,38.84686112344348
B0006,16,24.0,1.90047,1.0,4.17561570814845,2.1206980945954057,38.865889781652804
B0006,17,24.0,1.88944,1.0,4.177602520456299,2.369981457799298,38.647578733807656
B0006,18,24.0,1.87876,1.0,4.176354539745044,2.247991649924625,38.79218188173866
B0006,19,24.0,1.87321,1.0,4.177450270459645,2.4115317107898875,38.77022223929529
B0006,20,24.0,1.99095,1.0,4.174584178175673,2.2033558468593775,37.54320599748628
B0006,21,24.0,1.96893,1.0,4.175224020262452,2.35887751155593,37.90362577530197
B0006,22,24.0,1.9571,1.0,4.177217300859919,2.218672914041916,37.6701605139887
B0006,23,24.0,1.93561,1.0,4.176681511062203,2.339723057947995,37.34166959188387
B0006,24,24.0,1.94598,1.0,4.190384318239257,2.3997508208942735,37.28979017254232
B0006,25,24.0,1.90141,1.0,4.176973413125379,2.491410879472442,37.16794481484507
B0006,26,24.0,1.89551,1.0,4.1734521552365464,2.1387303309558976,37.51577848501052
B0006,27,24.0,1.88514,1.0,4.1764585468168685,2.346064498302046,37.24165964092258
B0006,28,24.0,1.87277,1.0,4.17626102066065,2.327337743316428,37.27233216178077
B0006,29,24.0,1.85083,0.99507,4.172855540858831,2.4863117233366316,37.207134503019795
B0006,30,24.0,1.87408,1.0,4.1881878017349035,2.2921663510920895,37.49607769896255
B0006,31,24.0,1.93027,1.0,4.189991619197343,2.4343006861812118,37.250073961181094
B0006,32,24.0,1.89038,1.0,4.186982490201218,2.472619908000758,37.39699052067588
B0006,33,24.0,1.8687,1.0,4.1864831065416155,2.403422072720937,37.2852066420257
B0006,34,24.0,1.85263,0.99604,4.187721936001791,2.4006679782182205,37.080390421974414
B0006,35,24.0,1.83186,0.98487,4.184171356892756,2.3194299432177345,36.98024266357476
B0006,36,24.0,1.82688,0.9822,4.186779863144672,2.3401731734980076,37.598741245467004
B0006,37,24.0,1.81052,0.9734,4.186482965601712,2.3829603510808774,37.33680914521836
B0006,38,24.0,1.79445,0.96476,4.184741677172267,2.351855540704836,37.39499820465976
B0006,39,24.0,1.78446,0.95939,4.186114015167315,2.3535104841115886,37.35233964342659
B0006,40,24.0,1.77373,0.95362,4.186378094589789,2.3948058223938364,37.58677381866742
B0006,41,24.0,1.76354,0.94814,4.185742966026202,2.4418858444380294,38.207044569893476
B0006,42,24.0,1.75272,0.94232,4.1849954235358595,2.391848815367812,38.340431886092745
B0006,43,24.0,1.77127,0.95229,4.175622772952551,2.3166154227865463,38.521539672721865
B0006,44,24.0,1.77935,0.95664,4.191704957733779,2.4110989960643794,38.03707160241571
B0006,45,24.0,1.74703,0.93926,4.185468369564667,2.4510125175432287,37.934285687720596
B0006,46,24.0,1.72655,0.92825,4.184201889006967,2.471216186082459,37.88470784051604
B0006,47,24.0,1.71562,0.92238,4.185838836583766,2.470968641396993,38.065368726791895
B0006,48,24.0,1.83702,0.98764,4.1729165619005535,2.4288023941361625,39.788440481350335
B0006,49,24.0,1.82156,0.97934,4.186982012423103,2.3551430866643166,39.212903178007906
B0006,50,24.0,1.78915,0.96191,4.186537777937825,2.365933525789291,38.66937823121345
B0006,51,24.0,1.75797,0.94515,4.182282350256796,2.3481961394586457,38.5170065164806
B0006,52,24.0,1.74241,0.93678,4.185961817428056,2.46945948630322,38.292505299491516
B0006,53,24.0,1.72134,0.92545,4.1836566973224585,2.4666715880697576,38.52091685291118
B0006,54,24.0,1.71081,0.91979,4.184390004467988,2.4482931262785135,38.95436345473558
B0006,55,24.0,1.69532,0.91146,4.184732708741646,2.4745215382882586,38.731363854696035
B0006,56,24.0,1.68475,0.90578,4.185835940524748,2.469127855241356,38.74827601131975
B0006,57,24.0,1.67407,0.90004,4.185703389994729,2.4177173347922416,38.84227056628921
B0006,58,24.0,1.66448,0.89488,4.184887437252902,2.3775131079338427,39.221381996208315
B0006,59,24.0,1.65342,0.88894,4.1845671326128535,2.443723814618984,39.466510899162515
B0006,60,24.0,1.64247,0.88305,4.184590722398005,2.4324278256917147,39.352653481724175
B0006,61,24.0,1.62221,0.87215,4.181227276564003,2.494085641889116,39.31890647034385
B0006,62,24.0,1.61685,0.86928,4.182601669503782,2.382347172890769,39.47196886600465
B0006,63,24.0,1.61234,0.86685,4.183991041340736,2.406668297987779,39.74009698783903
B0006,64,24.0,1.60095,0.86073,4.182425008087469,2.4204142690378765,39.03600072360686
B0006,65,24.0,1.59626,0.85821,4.190985194174346,2.4507845245525193,39.16106395962828
B0006,66,24.0,1.58047,0.84972,4.181860480163402,2.3930328819230717,39.20051799483514
B0006,67,24.0,1.57468,0.8466,4.183449364094532,2.3938995980718403,39.15878418316098
B0006,68,24.0,1.56456,0.84116,4.182943907496545,2.4373294683003053,39.18225956809825
B0006,69,24.0,1.55937,0.83837,4.182592999177517,2.3705330061374523,39.38159156766375
B0006,70,24.0,1.54401,0.83011,4.1775564354981025,2.351294851260762,39.44712875501599
B0006,71,24.0,1.54356,0.82987,4.183199732433941,2.436845595522602,39.40950590627068
B0006,72,24.0,1.53807,0.82692,4.183585552184287,2.39030487147494,39.48443326993031
B0006,73,24.0,1.52799,0.8215,4.183170360974043,2.4892160721496315,39.4416762582387
B0006,74,24.0,1.52273,0.81867,4.183501501534186,2.450611393803655,39.53866201326228
B0006,75,24.0,1.51737,0.81579,4.183243008796117,2.4111946043456745,39.5867547936938
B0006,76,24.0,1.50689,0.81016,4.182038001412004,2.4609139768640715,39.499752884420865
B0006,77,24.0,1.50626,0.80982,4.182440318401142,2.378420264362521,39.9686395722832
B0006,78,24.0,1.54884,0.83271,4.189962701965466,2.3844697219937414,40.42668250871336
B0006,79,24.0,1.51747,0.81585,4.181214475643097,2.448639661640692,40.02451449021777
B0006,80,24.0,1.50737,0.81041,4.182157933832856,2.362869757217078,40.02167483360719
B0006,81,24.0,1.49167,0.80197,4.1802491747767325,2.479712742728869,40.078211781584145
B0006,82,24.0,1.49189,0.80209,4.182775550999248,2.4609902569842412,40.565789328351094
B0006,83,24.0,1.48667,0.79928,4.182970513713943,2.4794507375590507,40.75221353269305
B0006,84,24.0,1.48091,0.79619,4.182588389688278,2.421513989921717,40.71162611325717
B0006,85,24.0,1.47033,0.7905,4.180388252515709,2.3927989623544175,40.58721297402195
B0006,86,24.0,1.46534,0.78782,4.182476201666448,2.410475236770924,40.37035790264624
B0006,87,24.0,1.46061,0.78528,4.182567814531136,2.4915333699239977,40.667923693760464
B0006,88,24.0,1.46037,0.78515,4.182606347806988,2.444861994529003,40.990356883952465
B0006,89,24.0,1.45506,0.78229,4.183047552179642,2.4840755398082255,40.997744028174516
B0006,90,24.0,1.60697,0.86396,4.222516216835943,2.479017302613424,40.77265883698999
B0006,91,24.0,1.55968,0.83854,4.1909374470770855,2.4820670710190385,40.522204934304625
B0006,92,24.0,1.52805,0.82153,4.183028520369727,2.452449045714353,40.57746834859555
B0006,93,24.0,1.51231,0.81307,4.1838942747302825,2.4198491932573414,40.516963879873735
B0006,94,24.0,1.49649,0.80456,4.1839835007856605,2.4706823501191706,40.34325381638243
B0006,95,24.0,1.48644,0.79916,4.183640209073579,2.413759774558071,40.39341126895154
B0006,96,24.0,1.47619,0.79365,4.183387047926521,2.4562499847243027,40.46341487442664
B0006,97,24.0,1.4705,0.79059,4.18356344388626,2.401794655879554,40.5818264138806
B0006,98,24.0,1.46031,0.78511,4.18171248971767,2.4087687236133313,40.61670777074496
B0006,99,24.0,1.45479,0.78215,4.1832473219705815,2.4308118485818704,40.631647661681036
B0006,100,24.0,1.44983,0.77948,4.183049768329545,2.398886415333129,40.74323383889164
B0006,101,24.0,1.44466,0.7767,4.1830924980863315,2.3814379490849835,40.81715493531611
B0006,102,24.0,1.43387,0.7709,4.181536580807847,2.459885297095542,40.72877617289365
B0006,103,24.0,1.43936,0.77385,4.172034399629829,2.4007285025453995,41.45494452672042
B0006,104,24.0,1.46563,0.78797,4.188427549455566,2.472830716079143,41.39678877103747
B0006,105,24.0,1.44496,0.77686,4.181499335679726,2.467318928642863,41.36669473718026
B0006,106,24.0,1.43371,0.77081,4.179546243153898,2.3692462667540997,41.37787352037061
B0006,107,24.0,1.4232,0.76516,4.18101558225098,2.4482618595124874,41.140956091698214
B0006,108,24.0,1.41838,0.76257,4.182667734360821,2.4598632768748825,41.2168813199875
B0006,109,24.0,1.40865,0.75734,4.179947555799937,2.497869764845928,41.40391881889191
B0006,110,24.0,1.40797,0.75697,4.182316086490744,2.472236707252471,41.586571331198584
B0006,111,24.0,1.40276,0.75417,4.18300582450457,2.4278749904763077,41.43504077863728
B0006,112,24.0,1.39737,0.75127,4.1825046060820625,2.4275905200235055,41.37436880579148
B0006,113,24.0,1.39239,0.7486,4.179533028548021,2.37337869163978,41.66477948989921
B0006,114,24.0,1.39213,0.74846,4.18250512422575,2.4248604132549767,41.81816829502593
B0006,115,24.0,1.38719,0.7458,4.1828227593786,2.426962848243194,41.686647000781186
B0006,116,24.0,1.38164,0.74282,4.182413969607667,2.417287750352038,41.565382893773936
B0006,117,24.0,1.37677,0.7402,4.182451170946608,2.4185087281747166,41.46394809540406
B0006,118,24.0,1.3716,0.73742,4.181305580928812,2.480937393224248,41.6123634180086
B0006,119,24.0,1.37204,0.73765,4.1804870315884735,2.4078214169511205,42.0075404495327
B0006,120,24.0,1.39767,0.75143,4.163570261072192,2.433234589649132,41.61679232360952
B0006,121,24.0,1.41854,0.76266,4.190012868765637,2.440822893388958,41.80245062827161
B0006,122,24.0,1.3974,0.75129,4.182418011462176,2.396078253891397,41.653004783464006
B0006,123,24.0,1.38173,0.74286,4.182070839014939,2.449306948268824,41.36061809844917
B0006,124,24.0,1.37603,0.7398,4.182701902443236,2.384185417166802,41.42815616511055
B0006,125,24.0,1.36599,0.73441,4.182270325485355,2.4440756213040964,41.343265645039
B0006,126,24.0,1.36085,0.73164,4.182394535290608,2.4296014294774673,41.38118673567723
B0006,127,24.0,1.35564,0.72884,4.182061947471753,2.41022288115442,41.378450473707446
B0006,128,24.0,1.34993,0.72577,4.182288987105723,2.4098927032454966,41.306600641009794
B0006,129,24.0,1.33936,0.72009,4.179662143533188,2.453938411405305,41.204081036719124
B0006,130,24.0,1.3402,0.72054,4.181392635232333,2.3940396792395253,41.32955629442644
B0006,131,24.0,1.33464,0.71755,4.182099866234647,2.45134737470238,41.300370296451625
B0006,132,24.0,1.32906,0.71455,4.182054276922838,2.475014603796582,41.243646229563595
B0006,133,24.0,1.33437,0.7174,4.168816046299314,2.4569179775419294,41.36464929786556
B0006,134,24.0,1.36087,0.73165,4.190149239555381,2.438240626221148,40.89285784811417
B0006,135,24.0,1.33944,0.72013,4.187196878135145,2.4946397780995584,40.652964511118334
B0006,136,24.0,1.32877,0.71439,4.18232296515852,2.4367455144223555,40.58410707337388
B0006,137,24.0,1.31865,0.70895,4.1822817387062585,2.4858689968085326,40.322783635307104
B0006,138,24.0,1.3191,0.70919,4.181394192711236,2.3957550201907916,40.78032921971219
B0006,139,24.0,1.31374,0.70631,4.182109437180301,2.4504684570147006,40.85731522464202
B0006,140,24.0,1.30829,0.70338,4.181210531150237,2.3942028718004007,40.74860220857894
B0006,141,24.0,1.29801,0.69786,4.180183763169455,2.4303844034459368,40.472276230208436
B0006,142,24.0,1.29272,0.69501,4.181641969595387,2.4755630989048205,40.28187574900838
B0006,143,24.0,1.29275,0.69503,4.1818501497507565,2.446712151873903,40.637565231244686
B0006,144,24.0,1.28761,0.69226,4.1817089329030335,2.4607112018206894,40.64243349478575
